124445,5,1,1,26,"Aí ele disse:
124446,5,1,1,27,Assim Deus criou os seres humanos; ele os criou parecidos com Deus. Ele os criou homem e mulher
124447,5,1,1,28,"e os abençoou, dizendo:
124448,5,1,1,29,"Para vocês se alimentarem, eu lhes dou todas as plantas que produzem sementes e todas as árvores que dão frutas."
124449,5,1,1,30,"Mas, para todos os animais selvagens, para as aves e para os animais que se arrastam pelo chão, dou capim e verduras como alimento.
124450,5,1,1,31,"E Deus viu que tudo o que havia feito era muito bom. A noite passou, e veio a manhã. Esse foi o sexto dia."
124451,5,1,2,1,"Assim terminou a criação do céu, e da terra, e de tudo o que há neles."
124452,5,1,2,2,No sétimo dia Deus acabou de fazer todas as coisas e descansou de todo o trabalho que havia feito.
124453,5,1,2,3,"Então abençoou o sétimo dia e o separou como um dia sagrado, pois nesse dia ele acabou de fazer todas as coisas e descansou."
124454,5,1,2,4,"E foi assim que o céu e a terra foram criados.
124455,5,1,2,5,"não haviam brotado nem capim nem plantas, pois o Senhor ainda não tinha mandado chuvas, e não havia ninguém para cultivar a terra."
124456,5,1,2,6,Mas da terra saía uma corrente de água que regava o chão.
124457,5,1,2,7,"Então, do pó da terra, o Senhor formou o ser humano . O Senhor soprou no nariz dele uma respiração de vida, e assim ele se tornou um ser vivo."
124458,5,1,2,8,"Depois o Senhor Deus plantou um jardim na região do Éden, no Leste, e ali pôs o ser humano que ele havia formado."
124459,5,1,2,9,"O Senhor fez com que ali crescessem árvores lindas de todos os tipos, que davam frutas boas de se comer. No meio do jardim ficava a árvore que dá vida e também a árvore que dá o conhecimento do bem e do mal."
124460,5,1,2,10,"No Éden nascia um rio que regava o jardim e que, saindo dali, se dividia, formando quatro rios."
124461,5,1,2,11,"O primeiro é o Pisom, que rodeia a região de Havilá, onde há ouro."
124462,5,1,2,12,"O ouro dessa região é puro, e ali também há um perfume raro e pedras preciosas."
124463,5,1,2,13,O segundo rio se chama Giom; ele dá volta por toda a região de Cuche.
124464,5,1,2,14,"O terceiro rio é o Tigre, que passa a leste da Assíria. E o quarto rio é o Eufrates."
124465,5,1,2,15,"Então o Senhor Deus pôs o homem no jardim do Éden, para cuidar dele e nele fazer plantações."
124466,5,1,2,16,"E o Senhor deu ao homem a seguinte ordem:
124467,5,1,2,17,"menos da árvore que dá o conhecimento do bem e do mal. Não coma a fruta dessa árvore; pois, no dia em que você a comer, certamente morrerá."
124468,5,1,2,18,"Depois o Senhor disse:
124469,5,1,2,19,"Depois que o Senhor Deus formou da terra todos os animais selvagens e todas as aves, ele os levou ao homem para que pusesse nome neles. E eles ficaram com o nome que o homem lhes deu."
124470,5,1,2,20,Ele pôs nomes nas aves e em todos os animais domésticos e selvagens. Mas para Adão não se achava uma ajudadora que fosse como a sua outra metade.
124471,5,1,2,21,"Então o Senhor Deus fez com que o homem caísse num sono profundo. Enquanto ele dormia, Deus tirou uma das suas costelas e fechou a carne naquele lugar."
124472,5,1,2,22,Dessa costela o Senhor formou uma mulher e a levou ao homem.
124473,5,1,2,23,"Então o homem disse:
124474,5,1,2,24,"É por isso que o homem deixa o seu pai e a sua mãe para se unir com a sua mulher, e os dois se tornam uma só pessoa."
124475,5,1,2,25,"Tanto o homem como a sua mulher estavam nus, mas não sentiam vergonha."
124476,5,1,3,1,"A cobra era o animal mais esperto que o Senhor Deus havia feito. Ela perguntou à mulher:
124477,5,1,3,2,"A mulher respondeu:
124478,5,1,3,3,"menos a fruta da árvore que fica no meio do jardim. Deus nos disse que não devemos comer dessa fruta, nem tocar nela. Se fizermos isso, morreremos."
124479,5,1,3,4,"Mas a cobra afirmou:
124480,5,1,3,5,"Deus disse isso porque sabe que, quando vocês comerem a fruta dessa árvore, os seus olhos se abrirão, e vocês serão como Deus, conhecendo o bem e o mal."
124481,5,1,3,6,"A mulher viu que a árvore era bonita e que as suas frutas eram boas de se comer. E ela pensou como seria bom ter entendimento. Aí apanhou uma fruta e comeu; e deu ao seu marido, e ele também comeu."
124482,5,1,3,7,"Nesse momento os olhos dos dois se abriram, e eles perceberam que estavam nus. Então costuraram umas folhas de figueira para usar como tangas."
124483,5,1,3,8,"Naquele dia, quando soprava o vento suave da tarde, o homem e a sua mulher ouviram a voz do Senhor Deus, que estava passeando pelo jardim. Então se esconderam dele, no meio das árvores."
124484,5,1,3,9,"Mas o Senhor Deus chamou o homem e perguntou:
124485,5,1,3,10,"O homem respondeu:
124486,5,1,3,11,"Aí Deus perguntou:
124487,5,1,3,12,"O homem disse:
124488,5,1,3,13,"Então o Senhor Deus perguntou à mulher:
124489,5,1,3,14,"Então o Senhor Deus disse à cobra:
124490,5,1,3,15,"Eu farei com que você e a mulher sejam inimigas uma da outra, e assim também serão inimigas a sua descendência e a descendência dela. Esta esmagará a sua cabeça, e você picará o calcanhar da descendência dela."
124491,5,1,3,16,"Para a mulher Deus disse:
124492,5,1,3,17,"E para Adão Deus disse o seguinte:
124493,5,1,3,18,"Ela lhe dará mato e espinhos, e você terá de comer ervas do campo."
124494,5,1,3,19,"Terá de trabalhar no pesado e suar para fazer com que a terra produza algum alimento; isso até que você volte para a terra, pois dela você foi formado. Você foi feito de terra e vai virar terra outra vez."
124495,5,1,3,20,O homem pôs na sua mulher o nome de Eva por ser ela a mãe de todos os seres humanos.
124496,5,1,3,21,E o Senhor Deus fez roupas de peles de animais para Adão e a sua mulher se vestirem.
124497,5,1,3,22,"Então o Senhor Deus disse o seguinte:
124498,5,1,3,23,Por isso o Senhor Deus expulsou o homem do jardim do Éden e fez com que ele cultivasse a terra da qual havia sido formado.
124499,5,1,3,24,Deus expulsou o homem e no lado leste do jardim pôs os querubins e uma espada de fogo que dava voltas em todas as direções. Deus fez isso para que ninguém chegasse perto da árvore da vida.
124500,5,1,4,1,"Adão teve relações com Eva, a sua mulher, e ela ficou grávida. Eva deu à luz um filho e disse:
124501,5,1,4,2,"Depois teve outro filho, chamado Abel, irmão de Caim. Abel era pastor de ovelhas, e Caim era agricultor."
124502,5,1,4,3,"O tempo passou. Um dia Caim pegou alguns produtos da terra e os ofereceu a Deus, o Senhor."
124503,5,1,4,4,"Abel, por sua vez, pegou o primeiro carneirinho nascido no seu rebanho, matou-o e ofereceu as melhores partes ao Senhor. O Senhor ficou contente com Abel e com a sua oferta,"
124504,5,1,4,5,mas rejeitou Caim e a sua oferta. Caim ficou furioso e fechou a cara.
124505,5,1,4,6,"Então o Senhor disse:
124506,5,1,4,7,"Se tivesse feito o que é certo, você estaria sorrindo; mas você agiu mal, e por isso o pecado está na porta, à sua espera. Ele quer dominá-lo, mas você precisa vencê-lo."
124507,5,1,4,8,"Aí Caim disse a Abel, o seu irmão:
124508,5,1,4,9,"Mais tarde o Senhor perguntou a Caim:
124509,5,1,4,10,"Então Deus disse:
124510,5,1,4,11,"Por isso você será amaldiçoado e não poderá mais cultivar a terra. Pois, quando você matou o seu irmão, a terra abriu a boca para beber o sangue dele."
124511,5,1,4,12,"Quando você preparar a terra para plantar, ela não produzirá nada. Você vai andar pelo mundo sempre fugindo."
124512,5,1,4,13,"Caim disse a Deus, o Senhor:
124513,5,1,4,14,Hoje tu estás me expulsando desta terra. Terei de andar pelo mundo sempre fugindo e me escondendo da tua presença. E qualquer pessoa que me encontrar vai querer me matar.
124514,5,1,4,15,"Mas o Senhor respondeu:
124515,5,1,4,16,"Então Caim saiu da presença do Senhor e foi morar na região de Node , que fica a leste do Éden."
124516,5,1,4,17,"Caim e a sua mulher tiveram um filho e lhe deram o nome de Enoque. Mais tarde Caim construiu uma cidade e a chamou de Enoque, o nome do seu filho."
124517,5,1,4,18,"Enoque foi pai de Irade, que foi pai de Meujael, que foi pai de Metusael, que foi pai de Lameque."
124518,5,1,4,19,"Lameque teve duas mulheres: uma delas se chamava Ada, e a outra, Zilá."
124519,5,1,4,20,"Ada teve um filho chamado Jabal, que foi o antepassado dos que criam gado e vivem em barracas."
124520,5,1,4,21,"Jabal tinha um irmão chamado Jubal, que foi o antepassado de todos os músicos que tocam lira e flauta."
124521,5,1,4,22,"Zilá, por sua vez, teve um filho chamado Tubalcaim, que era ferreiro e fazia objetos de bronze e de ferro. Tubalcaim tinha uma irmã chamada Naama."
124522,5,1,4,23,"Certo dia Lameque disse às suas mulheres:
124523,5,1,4,24,"Se são mortas sete pessoas
124524,5,1,4,25,"Adão e a sua mulher tiveram outro filho. Ela disse:
124525,5,1,4,26,Sete foi pai de um filho e o chamou de Enos. Foi nesse tempo que o nome Senhor começou a ser usado no culto de adoração a Deus.
124526,5,1,5,1,"Esta é a lista dos descendentes de Adão.
124527,5,1,5,2,"Deus os criou homem e mulher, e os abençoou, e lhes deu o nome de ´humanidade` ."
124528,5,1,5,3,"Com a idade de cento e trinta anos, Adão foi pai de um filho que era parecido com ele; e pôs nele o nome de Sete."
124529,5,1,5,4,Depois disso Adão viveu mais oitocentos anos. Ele foi pai de outros filhos e filhas
124530,5,1,5,5,e morreu com novecentos e trinta anos de idade.
124531,5,1,5,6,"Quando Sete completou cento e cinco anos, nasceu o seu filho Enos."
124532,5,1,5,7,Depois disso Sete viveu mais oitocentos e sete anos. Ele foi pai de outros filhos e filhas
124533,5,1,5,8,e morreu com novecentos e doze anos de idade.
124534,5,1,5,9,"Quando Enos tinha noventa anos, nasceu o seu filho Cainã."
124535,5,1,5,10,Depois disso Enos viveu mais oitocentos e quinze anos. Ele foi pai de outros filhos e filhas
124536,5,1,5,11,e morreu com novecentos e cinco anos de idade.
124537,5,1,5,12,"Quando Cainã tinha setenta anos, o seu filho Maalalel nasceu."
124538,5,1,5,13,Depois disso Cainã viveu mais oitocentos e quarenta anos. Ele foi pai de outros filhos e filhas
124539,5,1,5,14,e morreu com novecentos e dez anos de idade.
124540,5,1,5,15,"Quando Maalalel tinha sessenta e cinco anos, nasceu o seu filho Jarede."
124541,5,1,5,16,Depois disso Maalalel viveu mais oitocentos e trinta anos. Ele foi pai de outros filhos e filhas
124542,5,1,5,17,e morreu com oitocentos e noventa e cinco anos de idade.
124543,5,1,5,18,Jarede tinha cento e sessenta e dois anos quando o seu filho Enoque nasceu.
124544,5,1,5,19,Depois disso Jarede viveu mais oitocentos anos. Ele foi pai de outros filhos e filhas
124545,5,1,5,20,e morreu com novecentos e sessenta e dois anos de idade.
124546,5,1,5,21,"Quando Enoque tinha sessenta e cinco anos, o seu filho Matusalém nasceu."
124547,5,1,5,22,Depois disso Enoque viveu em comunhão com Deus durante trezentos anos e foi pai de outros filhos e filhas.
124548,5,1,5,23,Enoque viveu trezentos e sessenta e cinco anos.
124549,5,1,5,24,"Ele viveu sempre em comunhão com Deus e um dia desapareceu, pois Deus o levou."
124550,5,1,5,25,"Quando Matusalém tinha cento e oitenta e sete anos, o seu filho Lameque nasceu."
124551,5,1,5,26,Depois disso Matusalém viveu mais setecentos e oitenta e dois anos. Ele foi pai de outros filhos e filhas
124552,5,1,5,27,e morreu com novecentos e sessenta e nove anos de idade.
124553,5,1,5,28,"Quando Lameque tinha cento e oitenta e dois anos, foi pai de um filho"
124554,5,1,5,29,"e disse:
124555,5,1,5,30,Depois disso Lameque viveu mais quinhentos e noventa e cinco anos. Ele foi pai de outros filhos e filhas
124556,5,1,5,31,e morreu com setecentos e setenta e sete anos de idade.
124557,5,1,5,32,"Depois que completou quinhentos anos de idade, Noé foi pai de três filhos: Sem, Cam e Jafé."
124558,5,1,6,1,"Quando as pessoas começaram a se espalhar pela terra e tiveram filhas,"
124559,5,1,6,2,os filhos de Deus viram que essas mulheres eram muito bonitas. Então escolheram as que eles quiseram e casaram com elas.
124560,5,1,6,3,"Aí o Senhor Deus disse:
124561,5,1,6,4,"Havia gigantes na terra naquele tempo e também depois, quando os filhos de Deus tiveram relações com as filhas dos homens e estas lhes deram filhos. Esses gigantes foram os heróis dos tempos antigos, homens famosos."
124562,5,1,6,5,"Quando o Senhor viu que as pessoas eram muito más e que sempre estavam pensando em fazer coisas erradas,"
124563,5,1,6,6,"ficou muito triste por haver feito os seres humanos. O Senhor ficou tão triste e com o coração tão pesado,"
124564,5,1,6,7,"que disse:
124565,5,1,6,8,Mas o Senhor Deus aprovava o que Noé fazia.
124566,5,1,6,9,"Esta é a história de Noé. Ele foi pai de três filhos: Sem, Cam e Jafé. Noé era um homem direito e sempre obedecia a Deus. Entre os homens do seu tempo, Noé vivia em comunhão com Deus."
124567,5,1,6,10,""
124568,5,1,6,11,"Para Deus todas as outras pessoas eram más, e havia violência por toda parte."
124569,5,1,6,12,"Deus olhou para o mundo e viu que estava cheio de pecado, pois todas as pessoas só faziam coisas más."
124570,5,1,6,13,"Deus disse a Noé:
124571,5,1,6,14,"Pegue madeira boa e construa para você uma grande barca. Faça divisões nela e tape todos os buracos com piche, por dentro e por fora."
124572,5,1,6,15,As medidas serão as seguintes: cento e trinta e três metros de comprimento por vinte e dois de largura por treze de altura.
124573,5,1,6,16,Faça uma cobertura para a barca e deixe um espaço de meio metro entre os lados e a cobertura. Construa três andares na barca e ponha uma porta num dos lados.
124574,5,1,6,17,"Vou mandar um dilúvio para cobrir a terra, a fim de destruir tudo o que tem vida; tudo o que há na terra morrerá."
124575,5,1,6,18,"Mas com você eu vou fazer uma aliança. Portanto, entre na barca e leve com você a sua mulher, os seus filhos e as suas noras."
124576,5,1,6,19,"Também leve para dentro da barca um macho e uma fêmea de todas as espécies de aves, de todas as espécies de animais e de todas as espécies de seres que se arrastam pelo chão, a fim de conservá-los vivos."
124577,5,1,6,20,""
124578,5,1,6,21,Ajunte e leve todo tipo de comida para que você e os animais tenham o que comer.
124579,5,1,6,22,E Noé fez tudo conforme Deus havia mandado.
124580,5,1,7,1,"Depois o Senhor Deus disse a Noé:
124581,5,1,7,2,Leve junto com você sete casais de cada espécie de animal puro e um casal de cada espécie de animal impuro.
124582,5,1,7,3,Leve também sete casais de cada espécie de ave para que se conservem as espécies que existem na terra.
124583,5,1,7,4,Pois daqui a sete dias eu vou fazer chover durante quarenta dias e quarenta noites. Assim vou acabar com todos os seres vivos que criei.
124584,5,1,7,5,E Noé fez tudo conforme o que o Senhor Deus havia mandado.
124585,5,1,7,6,Noé tinha seiscentos anos de idade quando as águas do dilúvio cobriram a terra.
124586,5,1,7,7,"A fim de escapar do dilúvio, ele entrou na barca junto com os seus filhos, a sua mulher e as suas noras."
124587,5,1,7,8,"Os animais puros e os impuros, os que se arrastam pelo chão e as aves"
124588,5,1,7,9,"entraram com Noé na barca de dois em dois, macho e fêmea, como Deus havia mandado."
124589,5,1,7,10,"Sete dias depois, as águas do dilúvio começaram a cobrir a terra."
124590,5,1,7,11,"Nesse tempo Noé tinha seiscentos anos. No dia dezessete do segundo mês, se arrebentaram todas as fontes do grande mar , e foram abertas as janelas do céu,"
124591,5,1,7,12,e caiu chuva sobre a terra durante quarenta dias e quarenta noites.
124592,5,1,7,13,"Nesse mesmo dia Noé e a sua mulher entraram na barca junto com os seus filhos Sem, Cam e Jafé e as suas mulheres."
124593,5,1,7,14,"Com eles entraram animais de todas as espécies: os domésticos e os selvagens, os que se arrastam pelo chão e as aves."
124594,5,1,7,15,"Todos os animais entraram com Noé na barca, de dois em dois."
124595,5,1,7,16,"Entraram machos e fêmeas de cada espécie, de acordo com o que Deus havia mandado Noé fazer. Aí o Senhor fechou a porta da barca."
124596,5,1,7,17,"O dilúvio durou quarenta dias. A água subiu e levantou a barca, e ela começou a boiar."
124597,5,1,7,18,"A água foi subindo, e a barca continuou a boiar."
124598,5,1,7,19,"A água subiu tanto, que cobriu todas as montanhas mais altas da terra."
124599,5,1,7,20,E depois ainda subiu mais sete metros.
124600,5,1,7,21,"Morreram todos os seres vivos que havia na terra, isto é, as aves, os animais domésticos, os animais selvagens, os animais que se arrastam pelo chão e os seres humanos."
124601,5,1,7,22,"Morreu tudo o que havia na terra, tudo o que tinha vida e respirava."
124602,5,1,7,23,"Somente Noé e os que estavam com ele na barca ficaram vivos. O resto foi destruído, isto é, os seres humanos, os animais domésticos, os animais selvagens e os que se arrastam pelo chão e as aves."
124603,5,1,7,24,Só cento e cinquenta dias depois é que a água começou a baixar.
124604,5,1,8,1,"Então Deus lembrou de Noé e de todos os animais que estavam com ele na barca. Deus fez com que um vento soprasse sobre a terra, e a água começou a baixar."
124605,5,1,8,2,"As fontes do grande mar e as janelas do céu se fecharam. Parou de chover,"
124606,5,1,8,3,e durante cento e cinquenta dias a água foi baixando pouco a pouco.
124607,5,1,8,4,"No dia dezessete do sétimo mês, a barca parou na região montanhosa de Ararate."
124608,5,1,8,5,"A água continuou a baixar, até que no primeiro dia do décimo mês apareceram os picos das montanhas."
124609,5,1,8,6,"No fim de quarenta dias, Noé abriu a janela que havia feito na barca"
124610,5,1,8,7,"e soltou um corvo, que ficou voando de um lado para outro, esperando que a terra secasse."
124611,5,1,8,8,Depois Noé soltou uma pomba a fim de ver se a terra já estava seca;
124612,5,1,8,9,"mas a pomba não achou lugar para pousar porque a terra ainda estava toda coberta de água. Aí Noé estendeu a mão, pegou a pomba e a pôs dentro da barca."
124613,5,1,8,10,Noé esperou mais sete dias e soltou a pomba de novo.
124614,5,1,8,11,"Ela voltou à tardinha, trazendo no bico uma folha verde de oliveira. Assim Noé ficou sabendo que a água havia baixado."
124615,5,1,8,12,"E ele esperou mais sete dias e de novo soltou a pomba, e dessa vez ela não voltou."
124616,5,1,8,13,"Quando Noé tinha seiscentos e um anos, as águas que estavam sobre a terra secaram. No dia primeiro do primeiro mês, Noé tirou a cobertura da barca e viu que a terra estava secando."
124617,5,1,8,14,"No dia vinte e sete do segundo mês, a terra estava bem seca."
124618,5,1,8,15,Aí Deus disse a Noé:
124619,5,1,8,16," -  Saia da barca junto com a sua mulher, os seus filhos e as suas noras."
124620,5,1,8,17,"Faça sair também todos os animais que estão com você, isto é, as aves, os animais domésticos, os animais selvagens e os que se arrastam pelo chão. Que eles se espalhem por toda parte e tenham muitas crias para encherem a terra."
124621,5,1,8,18,"Assim Noé e a sua mulher saíram da barca, junto com os seus filhos e as suas noras."
124622,5,1,8,19,"Também saíram todos os animais e as aves, em grupos, de acordo com as suas espécies."
124623,5,1,8,20,"Noé construiu um altar para oferecer sacrifícios a Deus, o Senhor. Ele pegou aves e animais puros, um de cada espécie, e os queimou como sacrifício no altar."
124624,5,1,8,21,"O cheiro dos sacrifícios agradou ao Senhor, e ele pensou assim: ´Nunca mais vou amaldiçoar a terra por causa da raça humana, pois eu sei que desde a sua juventude as pessoas só pensam em coisas más."
124625,5,1,8,22,"Também nunca mais destruirei todos os seres vivos, como fiz desta vez. Enquanto o mundo existir, sempre haverá semeadura e colheita, frio e calor, verão e inverno, dia e noite.`"
124626,5,1,9,1,"Deus abençoou Noé e os seus filhos, dizendo o seguinte:
124627,5,1,9,2,"Todos os animais selvagens, todas as aves, todos os animais que se arrastam pelo chão e todos os peixes terão medo e pavor de vocês. Todos eles serão dominados por vocês."
124628,5,1,9,3,Vocês podem comer os animais e também as verduras; eu os dou para vocês como alimento.
124629,5,1,9,4,"Mas uma coisa que vocês não devem comer é carne com sangue, pois no sangue está a vida."
124630,5,1,9,5,Eu acertarei as contas com cada ser humano e com cada animal que matar alguém.
124631,5,1,9,6,"O ser humano foi criado parecido com Deus, e por isso quem matar uma pessoa será morto por outra."
124632,5,1,9,7," -  Tenham muitos filhos, e que os descendentes de vocês se espalhem por toda a terra."
124633,5,1,9,8,Deus também disse a Noé e aos seus filhos:
124634,5,1,9,9," -  Agora vou fazer a minha aliança com vocês, e com os seus descendentes,"
124635,5,1,9,10,"e com todos os animais que saíram da barca e que estão com vocês, isto é, as aves, os animais domésticos e os animais selvagens, sim, todos os animais do mundo."
124636,5,1,9,11,Eu faço a seguinte aliança com vocês: prometo que nunca mais os seres vivos serão destruídos por um dilúvio. E nunca mais haverá outro dilúvio para destruir a terra.
124637,5,1,9,12,"Como sinal desta aliança que estou fazendo para sempre com vocês e com todos os animais,"
124638,5,1,9,13,vou colocar o meu arco nas nuvens. O arco-íris será o sinal da aliança que estou fazendo com o mundo.
124639,5,1,9,14,"Quando eu cobrir de nuvens o céu e aparecer o arco-íris,"
124640,5,1,9,15,então eu lembrarei da aliança que fiz com vocês e com todos os animais. E assim não haverá outro dilúvio para destruir todos os seres vivos.
124641,5,1,9,16,"Quando o arco-íris aparecer nas nuvens, eu o verei e lembrarei da aliança que fiz para sempre com todos os seres vivos que há no mundo."
124642,5,1,9,17,O arco-íris é o sinal da aliança que estou fazendo com todos os seres vivos que vivem na terra.
124643,5,1,9,18,"Os filhos de Noé, que saíram da barca com ele, foram Sem, Cam e Jafé (Cam foi o pai de Canaã.)."
124644,5,1,9,19,"Esses três foram os filhos de Noé, e os descendentes deles se espalharam pelo mundo inteiro."
124645,5,1,9,20,Noé era agricultor; ele foi a primeira pessoa que fez uma plantação de uvas.
124646,5,1,9,21,"Um dia Noé bebeu muito vinho, ficou bêbado e se deitou nu dentro da sua barraca."
124647,5,1,9,22,"Cam, o pai de Canaã, viu que o seu pai estava nu e saiu para contar aos seus dois irmãos."
124648,5,1,9,23,"Então Sem e Jafé pegaram uma capa, puseram sobre os seus próprios ombros, foram andando de costas e com a capa cobriram o seu pai, que estava nu. E, a fim de não verem o pai nu, eles fizeram isso olhando para o lado."
124649,5,1,9,24,"Quando Noé acordou depois da bebedeira, soube do que Cam, o filho mais moço, havia feito."
124650,5,1,9,25,"Aí Noé disse o seguinte:
124651,5,1,9,26,"E Noé disse mais:
124652,5,1,9,27,"Deus faça com que Jafé tenha domínio
124653,5,1,9,28,Depois do dilúvio Noé viveu mais trezentos e cinquenta anos
124654,5,1,9,29,e morreu quando tinha novecentos e cinquenta anos de idade.
124655,5,1,10,1,"São estes os descendentes de Sem, Cam e Jafé, os filhos de Noé. Aos três nasceram filhos depois do dilúvio."
124656,5,1,10,2,"Os filhos de Jafé foram Gomer, Magogue, Madai, Javã, Tubal, Meseque e Tirás."
124657,5,1,10,3,"Os filhos de Gomer foram Asquenaz, Rifate e Togarma."
124658,5,1,10,4,"Os descendentes de Javã foram os povos de Elisá, Espanha, Chipre e Rodes."
124659,5,1,10,5,"Esses foram os descendentes de Jafé; eles moram no litoral e nas ilhas, cada povo e cada família na sua própria terra, com a sua própria língua."
124660,5,1,10,6,"Os filhos de Cam foram Cuche, Egito, Líbia e Canaã."
124661,5,1,10,7,"Os filhos de Cuche foram Sebá, Havilá, Sabtá, Raamá e Sabteca. Os filhos de Raamá foram Sabá e Dedã."
124662,5,1,10,8,"Cuche foi pai de Ninrode, o primeiro grande conquistador do mundo."
124663,5,1,10,9,"Com a ajuda de Deus, o Senhor, ele se tornou um caçador famoso, e é por isso que se diz: ´Seja igual a Ninrode, que com a ajuda do Senhor foi um grande caçador.`"
124664,5,1,10,10,"No começo faziam parte do seu reino as cidades de Babilônia, Ereque e Acade, todas as três em Sinar."
124665,5,1,10,11,"Daquela região Ninrode foi para a Assíria e ali construiu as cidades de Nínive, Reobote-Ir, Calá"
124666,5,1,10,12,"e Resém, que fica entre Nínive e a grande cidade de Calá."
124667,5,1,10,13,"Os descendentes de Egito foram os povos da Lídia, Anam, Leabe, Naftu,"
124668,5,1,10,14,"Patrus, Caslu e de Creta, de quem os filisteus descendem."
124669,5,1,10,15,"Canaã foi pai de dois filhos: Sidom, o mais velho, e Hete."
124670,5,1,10,16,"De Canaã também descendem os jebuseus, os amorreus, os girgaseus,"
124671,5,1,10,17,"os heveus, os arquitas, os sineus,"
124672,5,1,10,18,"os arvaditas, os zemareus e os hamateus."
124673,5,1,10,19,"O território dos cananeus se estendeu para o sul desde Sidom até Gerar, perto de Gaza; e para o leste foi até Sodoma, Gomorra, Admá e Zeboim, perto de Lasa."
124674,5,1,10,20,"Esses foram os descendentes de Cam, cada povo e cada família na sua própria terra, com a sua própria língua."
124675,5,1,10,21,"Sem, o irmão mais velho de Jafé, foi o pai de todos os hebreus."
124676,5,1,10,22,"Os filhos de Sem foram Elão, Assur, Arpaxade, Lude e Arã."
124677,5,1,10,23,"Os filhos de Arã foram Uz, Hul, Géter e Más."
124678,5,1,10,24,"Arpaxade foi o pai de Selá, e Selá foi o pai de Éber."
124679,5,1,10,25,Éber foi pai de dois filhos: um se chamava Pelegue porque no seu tempo os povos do mundo foram divididos; o seu irmão se chamava Joctã.
124680,5,1,10,26,"Joctã foi pai de Almodá, Selefe, Hazar-Mavé, Jera,"
124681,5,1,10,27,"Adonirão, Uzal, Dicla,"
124682,5,1,10,28,"Obal, Abimael, Sabá,"
124683,5,1,10,29,"Ofir, Havilá e Jobabe. Todos estes foram filhos de Joctã."
124684,5,1,10,30,"Eles viveram nas terras que vão desde a região de Mesa até Sefar, na região montanhosa do Leste."
124685,5,1,10,31,"Estes foram os descendentes de Sem, cada povo e cada família na sua própria terra, com a sua própria língua."
124686,5,1,10,32,"São essas as famílias dos filhos de Noé, nação por nação, de acordo com as várias linhas de descendentes. Depois do dilúvio todas as nações da terra descenderam de Noé."
124687,5,1,11,1,"Naquele tempo todos os povos falavam uma língua só, todos usavam as mesmas palavras."
124688,5,1,11,2,"Alguns partiram do Oriente e chegaram a uma planície em Sinar, onde ficaram morando."
124689,5,1,11,3,"Um dia disseram uns aos outros:
124690,5,1,11,4,"Aí disseram:
124691,5,1,11,5,Então o Senhor desceu para ver a cidade e a torre que aquela gente estava construindo.
124692,5,1,11,6,"O Senhor disse assim:
124693,5,1,11,7,"Vamos descer e atrapalhar a língua que eles falam, a fim de que um não entenda o que o outro está dizendo."
